,"name","specie","esd","opt","type","group","kingdom","phylum","class","order","family","genus"
"9","acanthocyclus hassleri","acanthocyclus hassleri",23331.4111882793,15203.3654013283,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Belliidae","Acanthocyclus"
"90","Bathypanoploea schellenbergi","Bathypanoploea schellenbergi",19189.678582679,10963.5236086462,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Stilipedidae","Bathypanoploea"
"91","Benthosema glaciale","Benthosema glaciale",1631.46657239152,83.1478737999098,"planktivorous","Fish","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema"
"92","Berardius arnuxii","Berardius arnuxii",4574396.36138768,106414.414346653,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Berardius"
"93","Berardius bairdii","Berardius bairdii",2475523.91312804,106414.414346653,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Berardius"
"94","Beroe cucumis","Beroe cucumis",5616.58652356287,1344.14874465889,"Ctenophora","Jellyfish","Animalia","Ctenophora","Nuda","Beroida","Beroidae","Beroe"
"96","Bodo","Bodo",3.4,1.3,"Flagellate","Plankton","Protozoa","Euglenozoa","Kinetoplastea","Parabodonida","Bodonidae","Bodo"
"97","Bodo","Bodo",4.9,1.4,"Flagellate","Plankton","Protozoa","Euglenozoa","Kinetoplastea","Parabodonida","Bodonidae","Bodo"
"98","Bodo","Bodo",4.4,1.4,"Flagellate","Plankton","Protozoa","Euglenozoa","Kinetoplastea","Parabodonida","Bodonidae","Bodo"
"99","Bodonid","Bodonid",4.64327470649756,0.848528137423857,"Flagellate","Plankton","Protozoa","Euglenozoa","Kinetoplastea","Parabodonida","Bodonidae","Bodo"
